"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Seattle scores as one of the top cities for IoT. Seattle has both the technology expertise &amp;  the industrial expert… https://t.co/ukV6Tp5mT2",FALSE,0,NA,2019-06-12 15:09:06,TRUE,NA,"1138825561269161989",NA,"<a href=""https://www.Mindshar.com"" rel=""nofollow"">Mindshar </a>","MiShTeamA",0,FALSE,FALSE,NA,NA
"@RepMattGaetz Gaetz donors include Howard Group (no twitter; info@howardgrp.com), 
@SouthernCompany @LockheedMartin… https://t.co/QAsTlnN7gM",FALSE,1,"RepMattGaetz",2019-06-12 14:59:57,TRUE,"1138219557934514177","1138823255534579712","818948638890217473","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TheAtlanticVamp",0,FALSE,FALSE,NA,NA
"RT @Boeing: Ever wonder what an air show is? Here's a glimpse of what to expect next week as we join our aerospace competitors and partners…",FALSE,0,NA,2019-06-12 14:57:33,FALSE,NA,"1138822651877703680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","W1llyx",164,TRUE,FALSE,NA,NA
"RT @TheWoracle: @Boeing says Passenger Air Vehicle <U+2066>@ElectricVTOL<U+2069> crashed at <U+2066>@AuroraFlightSci<U+2069> last week after one of its electric lift m…",FALSE,0,NA,2019-06-12 14:57:17,FALSE,NA,"1138822587260329984",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BrianSJ3",15,TRUE,FALSE,NA,NA
"Panel discussion on #DiversityandInclusion with leaders from @dow @Boeing and @JohnDeere at the @SWEtalk workshop i… https://t.co/hGCiv6ojIp",FALSE,9,NA,2019-06-12 14:55:01,TRUE,NA,"1138822014410428417",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","puravida_em",2,FALSE,FALSE,NA,NA
"RT @TheWoracle: @Boeing says Passenger Air Vehicle <U+2066>@ElectricVTOL<U+2069> crashed at <U+2066>@AuroraFlightSci<U+2069> last week after one of its electric lift m…",FALSE,0,NA,2019-06-12 14:54:35,FALSE,NA,"1138821907095150593",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Rotorfocus",15,TRUE,FALSE,NA,NA
"RT @TheWoracle: @Boeing says Passenger Air Vehicle <U+2066>@ElectricVTOL<U+2069> crashed at <U+2066>@AuroraFlightSci<U+2069> last week after one of its electric lift m…",FALSE,0,NA,2019-06-12 14:53:54,FALSE,NA,"1138821733425827842",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","FlightTestFact",15,TRUE,FALSE,NA,NA
"#Bahrain launches world’s largest eco-friendly underwater theme park, a @Boeing 747 as its centrepiece https://t.co/2ybzx7UjFm",FALSE,0,NA,2019-06-12 14:48:00,FALSE,NA,"1138820248499568641",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sn26567",0,FALSE,FALSE,NA,NA
"Loosely translates to... do you know how much the airlines and companies like @Boeing spend on lobbying? https://t.co/xCHKWrXlN2",FALSE,0,NA,2019-06-12 14:47:22,FALSE,NA,"1138820092622397442",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheDroneDealer",0,FALSE,FALSE,NA,NA
"Dear @SouthernCompany, @LockheedMartin @BallardFirm @CRIcpa  @ColumbiaCare @honeywell @Boeing @HumaneSociety:

Why… https://t.co/705PTL2Y3S",FALSE,0,NA,2019-06-12 14:45:34,TRUE,NA,"1138819635719970819",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TheAtlanticVamp",0,FALSE,FALSE,NA,NA
"@CNBC &amp; Boeing.  @BoeingCEO @Boeing can do a lot by letting the CEO go and bringing on someone strong who can instill confidence",FALSE,0,"CNBC",2019-06-12 14:44:42,FALSE,"1138818712851681281","1138819419998752768","20402945","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ironman1125",0,FALSE,FALSE,NA,NA
"How can #colo tenants convert #datacenter #energy to #renewable electricity &amp; accelerate the green power shift for… https://t.co/HDTcQns0sp",FALSE,3,NA,2019-06-12 14:43:06,TRUE,NA,"1138819015890149376",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","IronMountain",2,FALSE,FALSE,NA,NA
"@_Alpha_Delta @Boeing @British_Airways @SeaTacAirport @BoeingAirplanes Yay got mine today! https://t.co/96e08bRL5P",FALSE,1,"_Alpha_Delta",2019-06-12 14:42:14,FALSE,"1138800367087554560","1138818797895331840","19933750","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ROBBIEJAMES30",0,FALSE,FALSE,NA,NA
